Company Name,Model Name,Mobile Weight,RAM,Front Camera,Back Camera,Processor,Battery Capacity,Screen Size,Launched Price (Pakistan),Launched Price (India),Launched Price (China),Launched Price (USA),Launched Price (Dubai),Launched Year
Motorola,Moto G75 5G 256GB,205g,8GB,16MP,50MP,Snapdragon 6 Gen 3,"5,000mAh",6.78 inches,"PKR 99,999","INR 39,999","CNY 2,999",USD 370,"AED 1,350",2024
Motorola,Moto S50 128GB,190g,8GB,32MP,64MP,MediaTek Dimensity 8100,"4,500mAh",6.7 inches,"PKR 79,999","INR 29,999","CNY 2,499",USD 300,"AED 1,100",2024
Motorola,Moto S50 256GB,190g,12GB,32MP,64MP,MediaTek Dimensity 8100,"4,500mAh",6.7 inches,"PKR 89,999","INR 34,999","CNY 2,799",USD 350,"AED 1,275",2024
Motorola,Edge 50 Neo 256GB,171g,8GB,32MP,50MP,MediaTek Dimensity 7300,"4,310mAh",6.4 inches,"PKR 99,999","INR 39,999","CNY 2,999",USD 400,"AED 1,500",2024
Motorola,Edge 50 Neo 512GB,171g,12GB,32MP,50MP,MediaTek Dimensity 7300,"4,310mAh",6.4 inches,"PKR 109,999","INR 44,999","CNY 3,299",USD 450,"AED 1,675",2024
Motorola,Moto G55 128GB,182g,8GB,16MP,50MP,MediaTek Dimensity 7025,"5,000mAh",6.49 inches,"PKR 69,999","INR 26,999","CNY 2,199",USD 270,"AED 1,000",2024
Motorola,Moto G55 256GB,182g,8GB,16MP,50MP,MediaTek Dimensity 7025,"5,000mAh",6.49 inches,"PKR 79,999","INR 29,999","CNY 2,499",USD 320,"AED 1,175",2024
Motorola,Moto G35 128GB,188g,4GB,16MP,50MP,Unisoc T760,"5,000mAh",6.72 inches,"PKR 49,999","INR 18,999","CNY 1,599",USD 200,AED 750,2024
Motorola,Moto G35 256GB,188g,8GB,16MP,50MP,Unisoc T760,"5,000mAh",6.72 inches,"PKR 59,999","INR 22,999","CNY 1,899",USD 250,AED 925,2024
Motorola,Moto G45 128GB,183g,6GB,16MP,50MP,Snapdragon 6s Gen 3,"5,000mAh",6.5 inches,"PKR 59,999","INR 22,999","CNY 1,899",USD 250,AED 925,2024
Motorola,Moto G45 256GB,183g,8GB,16MP,50MP,Snapdragon 6s Gen 3,"5,000mAh",6.5 inches,"PKR 69,999","INR 26,999","CNY 2,199",USD 300,"AED 1,100",2024
Motorola,Edge 50 256GB,180g,8GB,32MP,50MP,Snapdragon 7s Gen 2,"4,700mAh",6.7 inches,"PKR 109,999","INR 44,999","CNY 3,299",USD 450,"AED 1,675",2024
Motorola,Edge 50 512GB,180g,12GB,32MP,50MP,Snapdragon 7s Gen 2,"4,700mAh",6.7 inches,"PKR 119,999","INR 49,999","CNY 3,599",USD 500,"AED 1,850",2024
Motorola,Razr 50 Ultra 512GB,189g,12GB,32MP,50MP,Snapdragon 8+ Gen 1,"4,000mAh","6.9 inches (internal), 4.0 inches (external)","PKR 249,999","INR 99,999","CNY 7,999","USD 1,199","AED 4,399",2024
Motorola,Razr 50 256GB,188g,8GB,32MP,50MP,Snapdragon 7 Gen 1,"3,800mAh","6.7 inches (internal), 3.6 inches (external)","PKR 199,999","INR 79,999","CNY 5,999",USD 999,"AED 3,699",2024
Motorola,Moto G85 128GB,173g,8GB,32MP,50MP,Snapdragon 6s Gen 3,"5,000mAh",6.67 inches,"PKR 79,999","INR 29,999","CNY 2,499",USD 320,"AED 1,175",2024
Motorola,Moto G85 256GB,173g,12GB,32MP,50MP,Snapdragon 6s Gen 3,"5,000mAh",6.67 inches,"PKR 89,999","INR 34,999","CNY 2,799",USD 370,"AED 1,350",2024
Motorola,S50 Neo 256GB,170g,8GB,32MP,50MP,MediaTek Dimensity 7200,"4,300mAh",6.5 inches,"PKR 69,999","INR 26,999","CNY 2,199",USD 300,"AED 1,100",2024
Motorola,S50 Neo 512GB,170g,12GB,32MP,50MP,MediaTek Dimensity 7200,"4,300mAh",6.5 inches,"PKR 79,999","INR 29,999","CNY 2,499",USD 350,"AED 1,275",2024
Motorola,Moto E14 64GB,180g,4GB,8MP,13MP,Unisoc T606,"5,000mAh",6.5 inches,"PKR 29,999","INR 11,999",CNY 999,USD 150,AED 550,2024
Motorola,Moto E14 128GB,180g,4GB,8MP,13MP,Unisoc T606,"5,000mAh",6.5 inches,"PKR 34,999","INR 13,999","CNY 1,199",USD 180,AED 650,2024
Motorola,Edge 256GB,174g,8GB,32MP,50MP,Snapdragon 7s Gen 2,"4,700mAh",6.7 inches,"PKR 109,999","INR 44,999","CNY 3,299",USD 450,"AED 1,675",2024
Motorola,Edge 512GB,174g,12GB,32MP,50MP,Snapdragon 7s Gen 2,"4,700mAh",6.7 inches,"PKR 119,999","INR 49,999","CNY 3,599",USD 500,"AED 1,850",2024
Motorola,Moto X50 Ultra 512GB,198g,12GB,60MP,200MP,Snapdragon 8 Gen 3,"5,000mAh",6.9 inches,"PKR 299,999","INR 119,999","CNY 8,999","USD 1,499","AED 5,499",2024
Motorola,Moto G Stylus 5G 256GB,195g,6GB,16MP,50MP,Snapdragon 6 Gen 1,"5,000mAh",6.8 inches,"PKR 69,999","INR 26,999","CNY 2,199",USD 300,"AED 1,100",2024
Motorola,Moto G Stylus 5G 512GB,195g,8GB,16MP,50MP,Snapdragon 6 Gen 1,"5,000mAh",6.8 inches,"PKR 79,999","INR 29,999","CNY 2,499",USD 350,"AED 1,275",2024
Motorola,Edge 50 Ultra 512GB,198g,12GB,60MP,200MP,Snapdragon 8 Gen 3,"5,000mAh",6.9 inches,"PKR 299,999","INR 119,999","CNY 8,999","USD 1,499","AED 5,499",2024
Motorola,Edge 30 Fusion 128GB,168g,8GB,32MP,50MP,Snapdragon 888+ 5G,"4,400mAh",6.55 inches,"PKR 119,999","INR 49,999","CNY 3,999",USD 699,"AED 2,599",2022
Motorola,Edge 30 Fusion 256GB,168g,12GB,32MP,50MP,Snapdragon 888+ 5G,"4,400mAh",6.55 inches,"PKR 129,999","INR 54,999","CNY 4,299",USD 749,"AED 2,799",2022
Motorola,Edge 30 Neo 128GB,155g,6GB,32MP,64MP,Snapdragon 695 5G,"4,020mAh",6.28 inches,"PKR 89,999","INR 34,999","CNY 2,499",USD 499,"AED 1,799",2022
Motorola,Edge 30 Neo 256GB,155g,8GB,32MP,64MP,Snapdragon 695 5G,"4,020mAh",6.28 inches,"PKR 99,999","INR 39,999","CNY 2,799",USD 549,"AED 1,999",2022
Motorola,Moto G82 5G 128GB,173g,6GB,16MP,50MP,Snapdragon 695 5G,"5,000mAh",6.6 inches,"PKR 64,999","INR 24,999","CNY 1,999",USD 399,"AED 1,499",2022
Motorola,Moto G82 5G 256GB,173g,8GB,16MP,50MP,Snapdragon 695 5G,"5,000mAh",6.6 inches,"PKR 74,999","INR 29,999","CNY 2,299",USD 449,"AED 1,699",2022
Motorola,Moto G62 5G 128GB,184g,4GB,16MP,50MP,Snapdragon 480+ 5G,"5,000mAh",6.5 inches,"PKR 54,999","INR 19,999","CNY 1,599",USD 349,"AED 1,299",2022
Motorola,Moto G62 5G 256GB,184g,6GB,16MP,50MP,Snapdragon 480+ 5G,"5,000mAh",6.5 inches,"PKR 64,999","INR 24,999","CNY 1,899",USD 399,"AED 1,499",2022
Motorola,Moto G42 128GB,175g,4GB,16MP,50MP,Snapdragon 680 4G,"5,000mAh",6.4 inches,"PKR 44,999","INR 16,999","CNY 1,399",USD 299,"AED 1,099",2022
Motorola,Moto G32 128GB,184g,4GB,16MP,50MP,Snapdragon 680 4G,"5,000mAh",6.5 inches,"PKR 39,999","INR 14,999","CNY 1,299",USD 279,AED 999,2022
Motorola,Moto E32s 64GB,185g,3GB,8MP,16MP,MediaTek Helio G37,"5,000mAh",6.5 inches,"PKR 29,999","INR 11,999",CNY 999,USD 199,AED 749,2022
Motorola,Moto E22i 32GB,169g,2GB,5MP,16MP,MediaTek Helio G37,"4,020mAh",6.5 inches,"PKR 24,999","INR 9,999",CNY 899,USD 179,AED 699,2022
Motorola,Moto E22 64GB,169g,4GB,5MP,16MP,MediaTek Helio G37,"4,020mAh",6.5 inches,"PKR 27,999","INR 10,999",CNY 999,USD 199,AED 749,2022
Motorola,Moto G22 64GB,185g,4GB,16MP,50MP,MediaTek Helio G37,"5,000mAh",6.5 inches,"PKR 34,999","INR 12,999","CNY 1,199",USD 249,AED 899,2022
